TTS2022,latitude,longitude
1079,43.65010437,-79.40113082
1080,43.6463253,-79.39949202
1081,43.64320109,-79.3983429
1082,43.63996863,-79.39675298
1083,43.63638215,-79.39525703
1084,43.62733164,-79.37619557
1085,43.63154025,-79.40410503
1086,43.63465292,-79.40592708
1087,43.63769569,-79.4042445
1088,43.63559066,-79.4137685
1089,43.62963026,-79.41663847
1090,43.63144275,-79.42299947
1091,43.63364681,-79.42364668
1092,43.63882291,-79.41488965
1093,43.64164978,-79.40626709
1094,43.64461956,-79.40794736
1095,43.64245612,-79.41656729
1096,43.64898563,-79.4087333
1097,43.65357111,-79.41079099
1098,43.65994525,-79.41331224
1099,43.66874558,-79.41651871
1100,43.66726073,-79.42383558
1101,43.658835,-79.420711
1102,43.65220676,-79.42013079
1103,43.64718183,-79.41809717
1104,43.63812648,-79.42405514
1105,43.64201341,-79.42405558
1106,43.64619974,-79.42689046
1107,43.65120869,-79.43015256
1108,43.65641211,-79.43276022
1109,43.65780262,-79.42603636
1110,43.66605718,-79.4292794
1111,43.66509103,-79.43418035
1112,43.66344189,-79.44218423
1113,43.66284284,-79.45148843
1114,43.65432969,-79.44042247
1115,43.65465495,-79.44567793
1116,43.64751385,-79.4349398
1117,43.64433169,-79.43824332
1118,43.63969115,-79.43230454
1119,43.63582256,-79.43061213
1120,43.63032114,-79.43058406
1121,43.63478241,-79.44373763
1122,43.63745185,-79.4397708
1123,43.64239984,-79.44844533
1124,43.65093244,-79.44810515
1125,43.65058464,-79.45448101
1126,43.65888803,-79.45702139
1127,43.66464111,-79.46108533
1128,43.66411332,-79.46787235
1129,43.65741441,-79.46488261
1130,43.64561827,-79.46671618
1131,43.63587604,-79.46276685
1132,43.6424848,-79.48129975
1133,43.6544675,-79.49320182
1134,43.65482049,-79.48254428
1135,43.65674111,-79.47341314
1136,43.66407065,-79.47708656
1137,43.66307561,-79.48861074
1138,43.66261168,-79.50144394
1139,43.66901892,-79.49156859
1140,43.67448268,-79.50388106
1141,43.68934988,-79.50607236
1142,43.69814505,-79.51026695
1143,43.70405244,-79.52587943
1144,43.70534373,-79.5126547
1145,43.71099337,-79.52402208
1146,43.71486563,-79.51265698
1147,43.71298459,-79.49714789
1148,43.70672931,-79.50102014
1149,43.69874463,-79.49611788
1150,43.68896403,-79.49612008
1151,43.69137492,-79.48900691
1152,43.68438052,-79.49141598
1153,43.67860833,-79.48928872
1154,43.67744643,-79.48005923
1155,43.67391237,-79.47373447
1156,43.66924801,-79.47128802
1157,43.67068793,-79.45707795
1158,43.67739972,-79.46350895
1159,43.6853592,-79.4774057
1160,43.68600325,-79.46772814
1161,43.69311769,-79.47960742
1162,43.69390999,-79.47012249
1163,43.69762956,-79.47077213
1164,43.70201156,-79.4831493
1165,43.71447134,-79.48489642
1166,43.71681997,-79.47537413
1167,43.7042454,-79.47267029
1168,43.71935687,-79.46368341
1169,43.70894489,-79.46118282
1170,43.70329193,-79.46070339
1171,43.69916539,-79.45950423
1172,43.69579311,-79.45775221
1173,43.68767244,-79.4589847
1174,43.68936381,-79.45177046
1175,43.67995138,-79.45087001
1176,43.67527229,-79.44392848
1177,43.67070402,-79.44179182
1178,43.67305274,-79.42840702
1179,43.67477487,-79.41888801
1180,43.67967411,-79.42084609
1181,43.67801754,-79.42953121
1182,43.68299189,-79.44068634
1183,43.68565456,-79.43467363
1184,43.68751359,-79.42541074
1185,43.69599189,-79.42868075
1186,43.69446504,-79.43993912
1187,43.69033779,-79.44431198
1188,43.70070594,-79.4454799
1189,43.70943704,-79.44754446
1190,43.71871948,-79.45055851
1191,43.72574537,-79.45254414
1192,43.72896744,-79.43972678
1193,43.72149922,-79.43816983
1194,43.71254654,-79.43519891
1195,43.70315677,-79.43289676
1196,43.69418447,-79.41887199
1197,43.68032618,-79.41187638
1198,43.67719414,-79.40602457
1199,43.68514087,-79.40594719
1200,43.69497702,-79.40995415
1201,43.70194352,-79.41276467
1202,43.70578207,-79.421469
1203,43.71604133,-79.42293707
1204,43.72532931,-79.42308889
1205,43.73453957,-79.42597323
1206,43.74167672,-79.41324864
1207,43.72922441,-79.40962962
1208,43.71818864,-79.40702247
1209,43.71413725,-79.41655604
1210,43.70702596,-79.41332847
1211,43.70909498,-79.40534407
1212,43.70112951,-79.40291701
1213,43.6920333,-79.39927873
1214,43.6834148,-79.39626293
1215,43.68672734,-79.39032065
1216,43.67836174,-79.38522296
1217,43.67544379,-79.37137496
1218,43.68367143,-79.37371108
1219,43.68993686,-79.38094769
1220,43.69587403,-79.38442233
1221,43.69895425,-79.39166262
1222,43.70323245,-79.39298945
1223,43.70614492,-79.39494438
1224,43.70900373,-79.39986761
1225,43.7102585,-79.39503052
1226,43.71378497,-79.39025708
1227,43.72211065,-79.39527942
1228,43.73094944,-79.39731904
1229,43.72006921,-79.38374106
1230,43.70431072,-79.38155971
1231,43.70562337,-79.36869989
1232,43.72329002,-79.3731294
1233,43.71627901,-79.36552932
1234,43.71038799,-79.35678405
1235,43.70888833,-79.34776218
1236,43.70334713,-79.34380399
1237,43.7159235,-79.33263703
1238,43.72324882,-79.34666646
1239,43.7275823,-79.36199845
1240,43.7377177,-79.37581149
1241,43.73862193,-79.39185173
1242,43.75151436,-79.40154391
1243,43.75380009,-79.39105591
1244,43.7581007,-79.37383363
1245,43.75934519,-79.35487394
1246,43.76293791,-79.34453832
1247,43.76366494,-79.32698078
1248,43.75653536,-79.32592274
1249,43.75028623,-79.33814276
1250,43.74906792,-79.34999886
1251,43.74440883,-79.36681297
1252,43.74025617,-79.34716588
1253,43.74713255,-79.32224456
1254,43.73777129,-79.32405396
1255,43.73391925,-79.33592132
1256,43.73223931,-79.34805288
1257,43.7256368,-79.33529412
1258,43.72797658,-79.32617034
1259,43.7329217,-79.31644705
1260,43.73084037,-79.30816281
1261,43.72071508,-79.31575191
1262,43.72066781,-79.30467817
1263,43.71085228,-79.30355642
1264,43.7016702,-79.30310995
1265,43.69252768,-79.29760744
1266,43.68692146,-79.30141405
1267,43.68396738,-79.29247464
1268,43.67600373,-79.29127595
1269,43.66859967,-79.2936357
1270,43.67225866,-79.30468584
1271,43.68051694,-79.30471875
1272,43.6932172,-79.31050719
1273,43.7121564,-79.31311712
1274,43.70611702,-79.32595879
1275,43.69438524,-79.32230739
1276,43.6863376,-79.31890047
1277,43.68223153,-79.31754919
1278,43.67454139,-79.31444516
1279,43.66737408,-79.32251707
1280,43.67431363,-79.32437407
1281,43.67944802,-79.32688227
1282,43.68423548,-79.32869622
1283,43.68911042,-79.33333768
1284,43.69722205,-79.33584775
1285,43.69089902,-79.3453988
1286,43.68278377,-79.3355533
1287,43.68158488,-79.34179624
1288,43.6770636,-79.33482981
1289,43.6749907,-79.34072024
1290,43.6712511,-79.33400964
1291,43.66681251,-79.33039832
1292,43.66083675,-79.33474073
1293,43.664449,-79.33939509
1294,43.65824855,-79.34632208
1295,43.66276126,-79.34992683
1296,43.66924058,-79.35059193
1297,43.67514227,-79.34757272
1298,43.67411761,-79.3562067
1299,43.68073403,-79.35018938
1300,43.67884326,-79.35880755
1301,43.68880592,-79.35565287
1302,43.69276962,-79.36199562
1303,43.69598687,-79.36929955
1304,43.62564662,-79.47401122
1305,43.62766555,-79.48319496
1306,43.61336671,-79.48150448
1307,43.61006429,-79.49234534
1308,43.61912916,-79.50077951
1309,43.60908102,-79.50270331
1310,43.59318633,-79.50862353
1311,43.6020326,-79.50564875
1312,43.60544341,-79.51180804
1313,43.61221725,-79.5199938
1314,43.60066136,-79.51928706
1315,43.59092659,-79.52784667
1316,43.59054599,-79.53940316
1317,43.60061076,-79.53547373
1318,43.60172129,-79.55018719
1319,43.60810501,-79.53863135
1320,43.61812992,-79.53901592
1321,43.62261123,-79.52091142
1322,43.62741045,-79.50484822
1323,43.63281372,-79.49245517
1324,43.63440633,-79.48075892
1325,43.6390723,-79.48948087
1326,43.64256202,-79.49956252
1327,43.63786468,-79.51414926
1328,43.63428585,-79.52533498
1329,43.62754475,-79.53998688
1330,43.61348073,-79.55853619
1331,43.62214381,-79.56153633
1332,43.62788075,-79.55088484
1333,43.63620527,-79.53869343
1334,43.6454186,-79.52735537
1335,43.65173241,-79.5184962
1336,43.64443901,-79.50940756
1337,43.65333593,-79.50971663
1338,43.655707,-79.50245595
1339,43.668161,-79.51633473
1340,43.65971379,-79.52425717
1341,43.6565759,-79.53430929
1342,43.64887309,-79.5345654
1343,43.64989331,-79.54425548
1344,43.63509451,-79.54893292
1345,43.63044184,-79.5680879
1346,43.63528259,-79.57909028
1347,43.63986401,-79.57004507
1348,43.64078146,-79.56352972
1349,43.64131409,-79.55989965
1350,43.64292983,-79.55243199
1351,43.65187272,-79.5565675
1352,43.65188566,-79.56455744
1353,43.65088307,-79.5682589
1354,43.64840543,-79.57295799
1355,43.64491438,-79.58271684
1356,43.65330315,-79.59243595
1357,43.66367023,-79.57808436
1358,43.6649048,-79.56538495
1359,43.66311486,-79.55107971
1360,43.66552251,-79.5399053
1361,43.67272564,-79.52897604
1362,43.67945262,-79.5158722
1363,43.68741655,-79.52121078
1364,43.68661537,-79.53459016
1365,43.67405913,-79.54214057
1366,43.67162834,-79.55536053
1367,43.68000969,-79.57053064
1368,43.68022125,-79.55903213
1369,43.68296695,-79.54686737
1370,43.696275,-79.52399774
1371,43.70165215,-79.54169837
1372,43.69153623,-79.55076243
1373,43.68868365,-79.56252194
1374,43.69853331,-79.55678929
1375,43.70830425,-79.55856494
1376,43.70060557,-79.56928291
1377,43.69814686,-79.58037053
1378,43.68107824,-79.58580314
1379,43.69224685,-79.59426415
1380,43.7013612,-79.59888454
1381,43.71256634,-79.60528096
1382,43.71079064,-79.58655238
1383,43.70925629,-79.57273731
1384,43.71769471,-79.56341382
1385,43.71547279,-79.54820407
1386,43.72544663,-79.54927538
1387,43.72828566,-79.56826024
1388,43.71635745,-79.57592408
1389,43.72340402,-79.58484842
1390,43.72214813,-79.6014617
1391,43.72660342,-79.61940028
1392,43.72978158,-79.61069261
1393,43.73028291,-79.5950538
1394,43.73519272,-79.58530764
1395,43.73954804,-79.57264456
1396,43.73705088,-79.55732354
1397,43.74349236,-79.58809188
1398,43.73927307,-79.59727786
1399,43.7409839,-79.61859303
1400,43.75003424,-79.6169363
1401,43.75266306,-79.60280747
1402,43.74569645,-79.60018535
1403,43.75294282,-79.59301377
1404,43.75287023,-79.58177613
1405,43.75528178,-79.57552759
1406,43.75506553,-79.56559819
1407,43.75618109,-79.55587946
1408,43.76361059,-79.55286824
1409,43.76277667,-79.5364473
1410,43.76542494,-79.52424594
1411,43.76472085,-79.51449225
1412,43.77447101,-79.50550179
1413,43.77364417,-79.48786791
1414,43.7764106,-79.47575232
1415,43.76061898,-79.47171977
1416,43.75901964,-79.48462699
1417,43.7571283,-79.49427824
1418,43.76403099,-79.49602054
1419,43.76647999,-79.50148654
1420,43.75417602,-79.50313965
1421,43.75296891,-79.51154826
1422,43.75179573,-79.52312475
1423,43.74520807,-79.53187774
1424,43.73917972,-79.54076806
1425,43.74743751,-79.54625799
1426,43.74520759,-79.558402
1427,43.72166057,-79.53564877
1428,43.72583316,-79.52743242
1429,43.7427699,-79.52092854
1430,43.72985693,-79.51758737
1431,43.7195157,-79.51290671
1432,43.72083102,-79.49950312
1433,43.72605398,-79.498621
1434,43.734644,-79.50360268
1435,43.74396651,-79.50623545
1436,43.74783865,-79.49379914
1437,43.73799299,-79.4901288
1438,43.73043838,-79.48293033
1439,43.72457274,-79.48217982
1440,43.74003817,-79.48000635
1441,43.74926618,-79.48505343
1442,43.75030353,-79.4802323
1443,43.75164868,-79.47298557
1444,43.7477672,-79.45933276
1445,43.7409045,-79.46440315
1446,43.73137197,-79.46597877
1447,43.73256979,-79.44720395
1448,43.74063582,-79.44325119
1449,43.7471699,-79.44590699
1450,43.75142217,-79.4476069
1451,43.75504795,-79.45101364
1452,43.76290332,-79.45545342
1453,43.77420255,-79.45494214
1454,43.78143805,-79.46228739
1455,43.78550113,-79.45106679
1456,43.78699683,-79.44210916
1457,43.79243263,-79.43415864
1458,43.78736888,-79.4313641
1459,43.78002088,-79.43186482
1460,43.76870763,-79.44606502
1461,43.76947951,-79.43463747
1462,43.77260884,-79.42260035
1463,43.76167993,-79.42689237
1464,43.74756022,-79.42859487
1465,43.7553913,-79.41817639
1466,43.76538327,-79.41338538
1467,43.77103203,-79.41519966
1468,43.77668564,-79.4162348
1469,43.78316651,-79.41826943
1470,43.78977962,-79.42183583
1471,43.79506171,-79.42381969
1472,43.79300305,-79.41538791
1473,43.78327025,-79.4149601
1474,43.78459348,-79.41133397
1475,43.77706948,-79.41292483
1476,43.77213677,-79.41228293
1477,43.77531745,-79.4080105
1478,43.7649669,-79.40886848
1479,43.76761533,-79.40486562
1480,43.75809113,-79.40725863
1481,43.76232386,-79.39763786
1482,43.76921067,-79.39509547
1483,43.77823336,-79.39798
1484,43.78692158,-79.40077272
1485,43.79596552,-79.40357261
1486,43.80082117,-79.38528059
1487,43.79026643,-79.38526534
1488,43.78052489,-79.3820728
1489,43.77127408,-79.38322373
1490,43.77320288,-79.37190789
1491,43.76621345,-79.38182833
1492,43.7683251,-79.36814257
1493,43.77030161,-79.35346906
1494,43.77890729,-79.35764404
1495,43.78306584,-79.37046296
1496,43.7962387,-79.37443868
1497,43.80047757,-79.36407382
1498,43.8065099,-79.36085815
1499,43.80986392,-79.35280296
1500,43.80765047,-79.34228728
1501,43.80215708,-79.34985774
1502,43.79309754,-79.36172307
1503,43.79571584,-79.34954907
1504,43.79741058,-79.33787748
1505,43.78820304,-79.36069993
1506,43.79061561,-79.34774507
1507,43.78894982,-79.33650294
1508,43.78356617,-79.34704924
1509,43.77777134,-79.34404958
1510,43.77966381,-79.33214256
1511,43.77140417,-79.34262484
1512,43.77158686,-79.33043213
1513,43.76424988,-79.30996891
1514,43.76699196,-79.29739275
1515,43.7692322,-79.28760573
1516,43.77150187,-79.27776101
1517,43.77366156,-79.2696418
1518,43.77363452,-79.26460477
1519,43.77566638,-79.25800491
1520,43.77768092,-79.24819517
1521,43.77983574,-79.23836484
1522,43.78532721,-79.22872171
1523,43.7810305,-79.22365929
1524,43.77519959,-79.21206906
1525,43.77295045,-79.22530698
1526,43.76920779,-79.24093677
1527,43.76510465,-79.25374401
1528,43.7650944,-79.26469882
1529,43.75871668,-79.27307137
1530,43.76091627,-79.28403066
1531,43.75300161,-79.28220739
1532,43.75433004,-79.29293683
1533,43.75496763,-79.30869202
1534,43.74925171,-79.30270417
1535,43.73584181,-79.30443746
1536,43.73873793,-79.2962667
1537,43.74215402,-79.28671894
1538,43.74483668,-79.27867211
1539,43.74798045,-79.26972243
1540,43.75695118,-79.26183169
1541,43.75693099,-79.25202433
1542,43.76194686,-79.23519305
1543,43.76474681,-79.22174143
1544,43.76765612,-79.2092928
1545,43.7568289,-79.21335987
1546,43.7561084,-79.23185438
1547,43.74913297,-79.22724179
1548,43.74486461,-79.23534734
1549,43.73543536,-79.24285444
1550,43.74128457,-79.24486513
1551,43.7502548,-79.24626914
1552,43.7479104,-79.25803727
1553,43.73992881,-79.25895463
1554,43.73713781,-79.27222673
1555,43.73307919,-79.28406998
1556,43.72972901,-79.29333724
1557,43.72711391,-79.30066244
1558,43.7158954,-79.29272832
1559,43.72214825,-79.2903088
1560,43.72345786,-79.28081239
1561,43.72697396,-79.27123051
1562,43.72920802,-79.26363432
1563,43.73042093,-79.25343749
1564,43.7206088,-79.26298878
1565,43.71601158,-79.27667182
1566,43.71114783,-79.26362517
1567,43.70555005,-79.27521609
1568,43.70497204,-79.28773103
1569,43.69537463,-79.27963532
1570,43.68668743,-79.28067555
1571,43.6789572,-79.27612698
1572,43.69031318,-79.26147012
1573,43.69309955,-79.26712416
1574,43.70093461,-79.24905027
1575,43.7066467,-79.25760679
1576,43.72409794,-79.24275336
1577,43.70937964,-79.23630653
1578,43.72164101,-79.22403588
1579,43.73365548,-79.23078306
1580,43.73998427,-79.22280085
1581,43.73196802,-79.21833413
1582,43.73613373,-79.21086647
1583,43.74233056,-79.21545714
1584,43.74695431,-79.21501588
1585,43.75060291,-79.20748014
1586,43.74312342,-79.20306967
1587,43.75130983,-79.18800334
1588,43.76271461,-79.16045731
1589,43.75951025,-79.18632975
1590,43.76165254,-79.19832128
1591,43.76539172,-79.18380621
1592,43.77313772,-79.18876456
1593,43.77991343,-79.19989217
1594,43.78684362,-79.20220561
1595,43.79003301,-79.21188462
1596,43.79172427,-79.19015481
1597,43.79369328,-79.1802562
1598,43.78332336,-79.1869649
1599,43.78507336,-79.17685055
1600,43.77280111,-79.16632411
1601,43.78137807,-79.15665892
1602,43.7835311,-79.14390778
1603,43.79144688,-79.13186016
1604,43.8030111,-79.15786535
1605,43.78945277,-79.16563375
1606,43.79556705,-79.16708145
1607,43.80272282,-79.1783807
1608,43.80000742,-79.1935268
1609,43.79852711,-79.20858175
1610,43.79641952,-79.20576881
1611,43.79054252,-79.22728191
1612,43.79397625,-79.22858518
1613,43.78748697,-79.24685035
1614,43.78441528,-79.26147786
1615,43.78241198,-79.27144491
1616,43.78019917,-79.28141355
1617,43.77799735,-79.29123716
1618,43.77571516,-79.30103767
1619,43.77302568,-79.31334584
1620,43.78011567,-79.31633457
1621,43.78884254,-79.32110558
1622,43.79939447,-79.32582879
1623,43.80954859,-79.33593021
1624,43.81156092,-79.32843639
1625,43.81459537,-79.31361764
1626,43.8034467,-79.3086472
1627,43.79291067,-79.30909181
1628,43.78423886,-79.30459486
1629,43.78671671,-79.29518091
1630,43.79608925,-79.29636758
1631,43.79219972,-79.28567784
1632,43.80677684,-79.29390682
1633,43.81803677,-79.2991304
1634,43.82178122,-79.28428729
1635,43.8104298,-79.27912137
1636,43.80130865,-79.27987957
1637,43.79213116,-79.27605142
1638,43.79018781,-79.26359367
1639,43.79468933,-79.26690037
1640,43.80363488,-79.26524191
1641,43.81374619,-79.26454726
1642,43.82476614,-79.26932218
1643,43.82775471,-79.25714895
1644,43.81600288,-79.25228657
1645,43.8039645,-79.25128324
1646,43.7952824,-79.24903077
1647,43.80056665,-79.22767151
1648,43.80638905,-79.2375865
1649,43.81920959,-79.23513667
1650,43.8312423,-79.24325777
1651,43.8338554,-79.22927739
1652,43.82413679,-79.2227144
1653,43.81190138,-79.22816344
1654,43.80483281,-79.21078811
1655,43.81389001,-79.21322847
1656,43.82048556,-79.20297444
1657,43.80769531,-79.19713049
1658,43.81039074,-79.18453594
1659,43.83055957,-79.18231804
2001,43.94563086,-79.1639158
2002,43.97411676,-79.13160101
2003,43.9679902,-79.07903293
2004,43.90679069,-79.180398
2005,43.92964401,-79.07972907
2006,43.93702694,-79.05712753
2007,43.94146672,-79.0337515
2008,43.89859928,-79.18234516
2009,43.90386059,-79.16032848
2010,43.90989464,-79.13447154
2011,43.91629178,-79.1101659
2012,43.87574101,-79.16449396
2013,43.89426717,-79.15279664
2014,43.90065975,-79.13013019
2015,43.90577149,-79.11050341
2016,43.91019861,-79.09662115
2017,43.91741379,-79.07624116
2018,43.92304777,-79.05252988
2019,43.92785158,-79.02748863
2020,43.88083814,-79.14107894
2021,43.88571121,-79.12284215
2022,43.89086304,-79.1042917
2023,43.89378201,-79.08749494
2024,43.85028856,-79.1481047
2025,43.86149669,-79.12568414
2026,43.87165908,-79.11983621
2027,43.87665529,-79.103521
2028,43.87403251,-79.0906932
2029,43.87871047,-79.07952789
2030,43.8478357,-79.11658974
2031,43.85232332,-79.09969442
2032,43.86191502,-79.09247097
2033,43.85789703,-79.07538322
2034,43.82650106,-79.14895846
2035,43.83401388,-79.13264561
2036,43.82376328,-79.12748798
2037,43.83713496,-79.11391256
2038,43.83008411,-79.1089474
2039,43.84310536,-79.09035776
2040,43.83514004,-79.09526696
2041,43.82945155,-79.09536762
2042,43.83405716,-79.08765112
2043,43.83861141,-79.08092845
2044,43.84188891,-79.0750289
2045,43.8457262,-79.06784077
2046,43.81451233,-79.13188986
2047,43.80397786,-79.11953138
2048,43.82225757,-79.1099558
2049,43.81365939,-79.1049085
2050,43.82280064,-79.08896312
2051,43.83336015,-79.07691935
2052,43.82279942,-79.07965429
2053,43.82318277,-79.06866379
2054,43.83940944,-79.05889554
2055,43.82741533,-79.05436033
2056,43.81424989,-79.05775874
2057,43.89935202,-79.06836194
2058,43.90453434,-79.04437712
2059,43.91025826,-79.01968478
2060,43.88128768,-79.05988919
2061,43.88525754,-79.03737557
2062,43.89230555,-79.03280361
2063,43.89541429,-79.0196267
2064,43.8864854,-79.01862751
2065,43.8884977,-79.01012791
2066,43.89508677,-79.00239437
2067,43.86655076,-79.06929756
2068,43.87087536,-79.05063635
2069,43.87346906,-79.03320312
2070,43.87593506,-79.02100702
2071,43.87625024,-79.01369452
2072,43.87877669,-79.006001
2073,43.87767401,-78.99491883
2074,43.85839203,-79.06464558
2075,43.8627066,-79.04959397
2076,43.86401065,-79.03288298
2077,43.86590718,-79.02155129
2078,43.86772787,-79.01227364
2079,43.8700282,-79.00248304
2080,43.84922283,-79.05873641
2081,43.85212572,-79.04741278
2082,43.85510037,-79.0325215
2083,43.86105785,-79.02038555
2084,43.85692887,-79.01850569
2085,43.86061549,-79.00916433
2086,43.86251383,-78.99917471
2087,43.8648611,-78.98941902
2088,43.84521898,-79.03528012
2089,43.84969376,-79.01417601
2090,43.85321757,-78.99952325
2091,43.85616563,-78.98573469
2092,43.83483022,-79.03278483
2093,43.82310593,-79.03278039
2094,43.8376539,-79.01971871
2095,43.8385595,-79.01052509
2096,43.82581843,-79.01343713
2097,43.83769597,-78.99361796
2098,43.8411304,-78.97945347
2099,43.99655133,-79.01751886
2100,44.00529667,-78.98038067
2101,44.00925201,-78.95782331
2102,43.97026271,-79.0058744
2103,43.97866119,-78.96902789
2104,43.98381654,-78.94704065
2105,43.95660019,-78.99608792
2106,43.96142279,-78.96804122
2107,43.96292495,-78.95313496
2108,43.93735215,-79.01023756
2109,43.93987889,-78.98819539
2110,43.95157759,-78.95558068
2111,43.94231782,-78.95365458
2112,43.96478558,-78.93888383
2113,43.94802127,-78.93075872
2114,43.91609161,-79.00159115
2115,43.91970316,-78.98154268
2116,43.92025463,-78.96327907
2117,43.9273744,-78.94618135
2118,43.93231155,-78.92427328
2119,43.89699776,-78.99517018
2120,43.89811665,-78.98547295
2121,43.90304462,-78.97192735
2122,43.90528983,-78.95869626
2123,43.90751513,-78.94891926
2124,43.9107881,-78.93411549
2125,43.91465962,-78.91690391
2126,43.87833372,-78.9853931
2127,43.88129347,-78.97806852
2128,43.88892585,-78.96817005
2129,43.88084602,-78.9622142
2130,43.89041656,-78.95199108
2131,43.88153455,-78.94820591
2132,43.89256784,-78.94218989
2133,43.88373616,-78.93834712
2134,43.8984471,-78.92759127
2135,43.88943238,-78.92549631
2136,43.90120929,-78.91086299
2137,43.89229945,-78.90747496
2138,43.8670477,-78.97953371
2139,43.8693608,-78.96949302
2140,43.87150453,-78.95671421
2141,43.87556445,-78.94412576
2142,43.87051651,-78.94434093
2143,43.8771841,-78.93648526
2144,43.87071774,-78.93167131
2145,43.8797422,-78.92042056
2146,43.87104229,-78.91667845
2147,43.88213647,-78.90309611
2148,43.8738485,-78.89835306
2149,43.85945487,-78.97098829
2150,43.84655128,-78.96730447
2151,43.86268778,-78.95400081
2152,43.8640718,-78.93854173
2153,43.85439758,-78.94502641
2154,43.85712585,-78.913914
2155,43.86180623,-78.89372677
2156,44.01618087,-78.93741091
2157,44.02324652,-78.8953871
2158,43.98782089,-78.93297085
2159,43.98899508,-78.9203602
2160,43.99386253,-78.90461708
2161,44.0001808,-78.87513343
2162,43.97440399,-78.92713611
2163,43.97913398,-78.91521593
2164,43.9828555,-78.90076284
2165,43.96648877,-78.92337155
2166,43.97270407,-78.91267532
2167,43.97698121,-78.90026991
2168,43.98412693,-78.88112657
2169,43.98615609,-78.85752222
2170,43.95344394,-78.91703078
2171,43.95781096,-78.90575951
2172,43.96110333,-78.89674877
2173,43.96251495,-78.88701311
2174,43.97364989,-78.87572346
2175,43.96079627,-78.86960391
2176,43.97513312,-78.85674296
2177,43.96474464,-78.85024378
2178,43.9356684,-78.9070437
2179,43.93882109,-78.89134646
2180,43.94324544,-78.88046417
2181,43.94592044,-78.8630809
2182,43.95040038,-78.8434681
2183,43.91697508,-78.90707573
2184,43.92266469,-78.89609759
2185,43.9140595,-78.89248478
2186,43.92353006,-78.8805853
2187,43.92512136,-78.87016436
2188,43.92847321,-78.85544703
2189,43.93243636,-78.83537239
2190,43.90329558,-78.89589743
2191,43.89444733,-78.89217707
2192,43.90600766,-78.88265577
2193,43.89756282,-78.87743836
2194,43.90846547,-78.8729423
2195,43.90191511,-78.86901978
2196,43.89910809,-78.86710298
2197,43.91068697,-78.86402586
2198,43.90406167,-78.86103969
2199,43.90078582,-78.8596479
2200,43.91440411,-78.8496176
2201,43.90582107,-78.84520313
2202,43.91871083,-78.82976959
2203,43.91012452,-78.8253252
2204,43.88678622,-78.88860391
2205,43.89011339,-78.87928491
2206,43.89353259,-78.87234318
2207,43.8877811,-78.87113368
2208,43.89635054,-78.85935067
2209,43.89080001,-78.85788812
2210,43.89670544,-78.84139051
2211,43.89980683,-78.82176409
2212,43.87822477,-78.88476272
2213,43.88152768,-78.86920826
2214,43.88504677,-78.85422771
2215,43.88852826,-78.83759841
